"SANITATION","Year","Population 
(thousands)","% urban","NATIONAL","","","","","","RURAL","","","","","","URBAN","","","","","","NATIONAL","","","","","","","","RURAL","","","","","","","","URBAN","","","","","","","",""
"REGION","","","","","","","","","","","","","","","","","","","","","","Proportion of population using improved 
sanitation facilities 
(excluding shared)","","","","","Proportion of population using improved 
sanitation facilities 
(including shared)","","","Proportion of population using improved 
sanitation facilities 
(excluding shared)","","","","","Proportion of population using improved 
sanitation facilities 
(including shared)","","","Proportion of population using improved 
sanitation facilities 
(excluding shared)","","","","","Proportion of population using improved 
sanitation facilities 
(including shared)","","",""
"","","","","At least basic","Limited (shared)","Unimproved","Open defecation","Annual rate of change in basic","Annual rate of change in open defecation","At least basic","Limited (shared)","Unimproved","Open defecation","Annual rate of change in basic","Annual rate of change in open defecation","At least basic","Limited (shared)","Unimproved","Open defecation","Annual rate of change in basic","Annual rate of change in open defecation","Safely managed","Disposed in situ","Emptied and treated","Wastewater treated","Annual rate of change in safely managed","Latrines and other","Septic tanks","Sewer connections","Safely managed","Disposed in situ","Emptied and treated","Wastewater treated","Annual rate of change in safely managed","Latrines and other","Septic tanks","Sewer connections","Safely managed","Disposed in situ","Emptied and treated","Wastewater treated","Annual rate of change in safely managed","Latrines and other","Septic tanks","Sewer connections","Sl"
"Low-income","2012","559331.45410156","31","28","12","34","27","0.34","-0.95","20","6","38","36","0.32","-1.11","45","23","25","7","0.11","-0.27","16","16","-","-","0.20","27","5","7","15","15","-","-","0.19","22","2","3","19","19","-","-","0.17","39","11","18","181"
"Low-income","2013","573577.26318359","31","28","12","34","26","0.34","-0.95","21","7","38","34","0.32","-1.11","45","24","25","6","0.11","-0.27","16","16","-","-","0.20","28","5","7","15","15","-","-","0.19","22","2","2","19","19","-","-","0.17","39","12","18","182"
"Low-income","2014","588169.24853516","31","28","12","35","25","0.34","-0.95","21","7","39","33","0.32","-1.11","45","24","25","6","0.11","-0.27","16","16","-","-","0.20","28","5","7","15","15","-","-","0.19","23","2","2","19","19","-","-","0.17","40","12","17","183"
"Low-income","2015","603234.48242188","32","29","12","35","24","0.34","-0.95","21","7","40","32","0.32","-1.11","45","24","25","6","0.11","-0.27","17","17","-","-","0.20","29","6","7","16","16","-","-","0.19","23","2","2","19","19","-","-","0.17","40","13","17","184"
"Low-income","2016","618793.8302002","32","29","13","36","23","0.34","-0.95","21","7","41","31","0.32","-1.11","45","25","25","5","0.11","-0.27","17","17","-","-","0.20","29","6","7","16","16","-","-","0.19","24","2","2","20","20","-","-","0.17","40","13","16","185"
"Low-income","2017","634827.76953125","32","29","13","36","22","0.34","-0.95","22","7","41","30","0.32","-1.11","45","25","25","5","0.11","-0.27","17","17","-","-","0.20","30","6","6","16","16","-","-","0.19","25","2","2","20","20","-","-","0.17","41","14","16","186"
"Low-income","2018","651371.25805664","33","30","13","36","21","0.34","-0.95","22","7","42","28","0.32","-1.11","46","25","25","5","0.11","-0.27","18","18","-","-","0.20","30","6","6","16","16","-","-","0.19","25","3","2","20","20","-","-","0.17","41","14","15","187"
"Low-income","2019","668454.93017578","33","30","13","37","20","0.34","-0.95","22","7","43","27","0.32","-1.11","46","25","24","4","0.11","-0.27","18","18","-","-","0.20","31","7","6","17","17","-","-","0.19","26","3","2","20","20","-","-","0.17","41","15","15","188"
"Low-income","2020","686089.21508789","34","30","14","37","19","0.34","-0.95","23","8","44","26","0.32","-1.11","46","26","24","4","0.11","-0.27","18","18","-","-","0.20","31","7","6","17","17","-","-","0.19","26","3","2","20","20","-","-","0.17","41","15","15","189"
"Lower-middle-income","2000","2156281.0162811","32","31","8","14","47","1.86","-1.79","18","4","16","62","2.26","-2.24","58","17","11","14","0.85","-0.63","17","14","-","4","1.35","14","14","11","12","11","-","<1","1.77","13","7","2","29","18","-","10","0.57","17","27","30","190"
"Lower-middle-income","2001","2195165.65905","32","32","9","14","45","1.86","-1.79","20","5","16","60","2.26","-2.24","58","17","11","14","0.85","-0.63","18","14","-","4","1.35","15","15","11","13","12","-","<1","1.77","13","9","2","29","19","-","10","0.57","18","27","31","191"
"Lower-middle-income","2002","2234837.6719589","33","34","9","14","43","1.86","-1.79","22","5","15","58","2.26","-2.24","59","17","10","13","0.85","-0.63","19","15","-","4","1.35","15","17","11","14","13","-","<1","1.77","13","12","2","30","19","-","10","0.57","18","27","31","192"
"Lower-middle-income","2003","2273573.021492","33","36","9","13","41","1.86","-1.79","24","6","15","56","2.26","-2.24","60","18","10","13","0.85","-0.63","20","16","-","4","1.35","16","18","12","16","15","-","<1","1.77","15","13","2","30","20","-","10","0.57","19","28","31","193"
"Lower-middle-income","2004","2312406.0936966","33","38","10","13","40","1.86","-1.79","26","6","15","53","2.26","-2.24","61","18","10","12","0.85","-0.63","22","18","-","4","1.35","17","18","12","18","17","-","<1","1.77","17","13","2","31","20","-","10","0.57","19","28","31","194"
"Lower-middle-income","2005","2351435.2243881","34","39","10","13","38","1.86","-1.79","28","6","14","51","2.26","-2.24","62","18","9","11","0.85","-0.63","23","19","-","4","1.35","18","19","12","19","19","-","<1","1.77","18","14","2","31","21","-","10","0.57","19","29","31","195"
"Lower-middle-income","2006","2390693.1701736","34","41","11","12","36","1.86","-1.79","30","7","14","49","2.26","-2.24","62","18","9","11","0.85","-0.63","25","20","-","4","1.35","19","20","12","21","20","-","<1","1.77","19","15","2","31","21","-","11","0.57","19","29","32","196"
"Lower-middle-income","2007","2430158.1434555","35","43","11","12","34","1.86","-1.79","33","7","14","47","2.26","-2.24","63","18","9","10","0.85","-0.63","26","22","-","4","1.35","20","21","13","23","22","-","1","1.77","21","16","2","32","21","-","11","0.57","19","30","32","197"
"Lower-middle-income","2008","2469807.5563202","35","45","11","12","32","1.86","-1.79","35","7","14","44","2.26","-2.24","64","18","8","9","0.85","-0.63","27","23","-","5","1.35","22","22","13","25","24","-","1","1.77","23","17","3","32","22","-","11","0.57","19","31","32","198"
"Lower-middle-income","2009","2509598.5453339","35","47","11","11","30","1.86","-1.79","37","7","13","42","2.26","-2.24","65","18","8","9","0.85","-0.63","29","24","-","5","1.35","23","23","13","27","25","-","1","1.77","24","18","3","33","22","-","11","0.57","19","31","33","199"
"Lower-middle-income","2010","2549498.30439","36","49","12","11","28","1.86","-1.79","39","8","13","40","2.26","-2.24","66","18","8","8","0.85","-0.63","30","25","-","5","1.35","23","23","13","28","27","-","1","1.77","26","19","3","34","22","-","12","0.57","19","32","33","200"
"Lower-middle-income","2011","2589494.059967","36","51","12","11","27","1.86","-1.79","42","8","13","38","2.26","-2.24","67","18","7","7","0.85","-0.63","32","27","-","5","1.35","24","24","14","30","29","-","1","1.77","27","20","3","34","22","-","12","0.57","19","33","33","201"
"Lower-middle-income","2012","2629594.2084885","37","53","12","11","25","1.86","-1.79","44","8","13","35","2.26","-2.24","68","18","7","7","0.85","-0.63","33","28","-","5","1.35","25","25","14","32","31","-","1","1.77","29","20","3","35","23","-","12","0.57","19","33","33","202"
"Lower-middle-income","2013","2669811.1632309","37","55","12","10","23","1.86","-1.79","46","8","12","33","2.26","-2.24","69","19","7","6","0.85","-0.63","35","29","-","6","1.35","26","26","14","34","33","-","1","1.77","30","21","3","36","23","-","13","0.57","19","34","34","203"
"Lower-middle-income","2014","2710163.9638901","37","57","12","10","21","1.86","-1.79","49","8","12","31","2.26","-2.24","69","19","6","6","0.85","-0.63","36","30","-","6","1.35","27","27","15","36","34","-","2","1.77","32","22","3","36","23","-","13","0.57","19","35","34","204"
"Lower-middle-income","2015","2750658.0464325","38","58","12","10","19","1.86","-1.79","51","9","12","28","2.26","-2.24","70","19","6","5","0.85","-0.63","38","32","-","6","1.35","28","28","15","38","36","-","2","1.77","34","23","3","37","24","-","13","0.57","19","35","34","205"
"Lower-middle-income","2016","2791286.1683578","38","60","13","9","18","1.86","-1.79","54","9","12","26","2.26","-2.24","71","19","6","4","0.85","-0.63","39","33","-","6","1.35","29","28","15","40","38","-","2","1.77","35","24","3","38","24","-","14","0.57","19","36","35","206"
"Lower-middle-income","2017","2832014.2979889","39","62","13","9","16","1.86","-1.79","56","9","11","24","2.26","-2.24","72","19","5","4","0.85","-0.63","40","34","-","7","1.35","30","29","16","42","40","-","2","1.77","37","24","4","38","25","-","14","0.57","19","37","35","207"
"Lower-middle-income","2018","2872787.4497299","39","64","13","9","14","1.86","-1.79","58","9","11","22","2.26","-2.24","73","19","5","3","0.85","-0.63","42","35","-","7","1.35","31","30","16","44","42","-","2","1.77","38","25","4","39","25","-","14","0.57","19","37","35","208"
"Lower-middle-income","2019","2913534.4295578","40","66","13","8","13","1.86","-1.79","61","9","11","20","2.26","-2.24","74","19","5","2","0.85","-0.63","43","36","-","7","1.35","32","31","16","45","43","-","2","1.77","40","26","4","39","25","-","14","0.57","20","38","36","209"
"Lower-middle-income","2020","2954194.9447403","40","68","13","8","11","1.86","-1.79","63","9","10","17","2.26","-2.24","75","19","4","2","0.85","-0.63","44","37","-","7","1.35","33","31","17","47","45","-","2","1.77","42","26","4","40","26","-","14","0.57","20","38","36","210"
"Upper-middle-income","2000","2504869.1822414","50","64","5","25","6","1.37","-0.25","48","3","39","10","1.89","-0.38","81","7","10","2","0.67","-0.08","17","3","-","14","1.86","22","12","35","8","6","-","2","1.43","35","11","5","25","-","-","25","1.85","8","14","66","211"
"Upper-middle-income","2001","2526926.5055113","50","65","5","24","6","1.37","-0.25","48","4","39","10","1.89","-0.38","82","7","10","2","0.67","-0.08","17","3","-","14","1.86","22","12","36","9","6","-","2","1.43","35","11","5","25","-","-","25","1.85","9","14","66","212"
"Upper-middle-income","2002","2548580.8237743","51","66","5","23","6","1.37","-0.25","50","4","37","10","1.89","-0.38","82","6","10","2","0.67","-0.08","18","3","-","14","1.86","21","13","37","9","7","-","3","1.43","35","12","7","26","-","-","26","1.85","9","14","66","213"
"Upper-middle-income","2003","2569920.8646097","52","68","5","22","5","1.37","-0.25","52","4","35","9","1.89","-0.38","83","6","9","2","0.67","-0.08","19","3","-","16","1.86","21","13","39","10","7","-","3","1.43","35","12","8","27","-","-","27","1.85","8","14","67","214"
"Upper-middle-income","2004","2591039.5084019","53","69","5","20","5","1.37","-0.25","54","4","34","9","1.89","-0.38","83","6","9","2","0.67","-0.08","20","3","-","17","1.86","21","14","40","11","7","-","4","1.43","35","13","10","29","-","-","29","1.85","8","14","67","215"
"Upper-middle-income","2005","2612027.6472645","54","71","5","19","5","1.37","-0.25","56","4","32","8","1.89","-0.38","84","6","8","2","0.67","-0.08","22","3","-","19","1.86","20","14","42","12","7","-","5","1.43","34","14","11","30","-","-","30","1.85","8","14","68","216"
"Upper-middle-income","2006","2633495.9836998","55","73","5","18","4","1.37","-0.25","58","4","30","8","1.89","-0.38","85","6","8","2","0.67","-0.08","23","3","-","20","1.86","20","15","43","13","7","-","6","1.43","34","15","13","32","-","-","32","1.85","8","14","68","217"
"Upper-middle-income","2007","2654274.0516796","56","74","5","17","4","1.37","-0.25","60","4","29","8","1.89","-0.38","85","6","8","1","0.67","-0.08","25","3","-","22","1.86","19","15","45","14","7","-","7","1.43","34","16","14","33","-","-","33","1.85","8","15","68","218"
"Upper-middle-income","2008","2675216.712327","57","76","5","16","4","1.37","-0.25","62","4","27","7","1.89","-0.38","86","5","7","1","0.67","-0.08","27","3","-","24","1.86","19","15","46","16","7","-","8","1.43","34","17","15","35","-","-","35","1.85","8","15","69","219"
"Upper-middle-income","2009","2696621.8482113","58","77","5","15","4","1.37","-0.25","64","4","26","7","1.89","-0.38","87","5","7","1","0.67","-0.08","32","7","-","25","1.86","19","16","47","17","8","-","9","1.43","33","17","17","43","6","-","37","1.85","8","15","69","220"
"Upper-middle-income","2010","2718672.8122063","59","78","5","14","3","1.37","-0.25","66","4","24","6","1.89","-0.38","87","5","6","1","0.67","-0.08","34","7","-","27","1.86","18","16","49","18","8","-","11","1.43","33","18","18","44","6","-","39","1.85","8","15","70","221"
"Upper-middle-income","2011","2741449.6383295","60","80","5","13","3","1.37","-0.25","68","4","22","6","1.89","-0.38","88","5","6","1","0.67","-0.08","36","7","-","29","1.86","18","17","50","20","8","-","12","1.43","33","19","20","46","6","-","40","1.85","8","15","70","222"
"Upper-middle-income","2012","2764807.9324427","61","81","4","12","3","1.37","-0.25","70","4","21","6","1.89","-0.38","89","5","5","1","0.67","-0.08","38","7","-","31","1.86","17","17","51","22","8","-","14","1.43","33","20","21","48","6","-","42","1.85","8","15","70","223"
"Upper-middle-income","2013","2788417.9702654","61","83","4","11","3","1.37","-0.25","72","4","19","5","1.89","-0.38","89","4","5","<1","0.67","-0.08","40","7","-","33","1.86","17","18","52","23","8","-","15","1.43","32","21","22","50","6","-","44","1.85","8","16","71","224"
"Upper-middle-income","2014","2811816.7548447","62","84","4","10","2","1.37","-0.25","74","4","18","5","1.89","-0.38","90","4","5","<1","0.67","-0.08","42","7","-","35","1.86","17","18","53","25","8","-","17","1.43","32","22","24","52","6","-","46","1.85","7","16","71","225"
"Upper-middle-income","2015","2834636.6326075","63","85","4","9","2","1.37","-0.25","76","4","16","4","1.89","-0.38","91","4","4","<1","0.67","-0.08","44","7","-","37","1.86","16","18","54","27","9","-","19","1.43","32","23","25","54","5","-","48","1.85","7","16","72","226"
"Upper-middle-income","2016","2856772.1595821","64","87","4","8","2","1.37","-0.25","78","4","15","4","1.89","-0.38","92","4","4","<1","0.67","-0.08","46","7","-","40","1.86","16","19","56","29","9","-","20","1.43","32","23","26","56","5","-","50","1.85","7","16","72","227"
"Upper-middle-income","2017","2878215.5614834","65","88","4","7","2","1.37","-0.25","80","4","13","4","1.89","-0.38","92","4","3","<1","0.67","-0.08","48","7","-","42","1.86","16","19","57","31","9","-","22","1.43","32","24","28","58","5","-","52","1.85","7","16","72","228"
"Upper-middle-income","2018","2898818.4789648","66","89","4","6","2","1.37","-0.25","82","4","11","4","1.89","-0.38","93","3","3","<1","0.67","-0.08","51","7","-","44","1.86","15","19","58","33","9","-","24","1.43","31","25","29","60","5","-","54","1.85","7","16","73","229"
"Upper-middle-income","2019","2918437.3164492","66","90","3","5","1","1.37","-0.25","83","4","10","3","1.89","-0.38","94","3","3","<1","0.67","-0.08","53","7","-","46","1.86","15","20","59","36","9","-","26","1.43","31","26","30","62","5","-","56","1.85","7","17","73","230"
"Upper-middle-income","2020","2936970.3003387","67","91","3","4","1","1.37","-0.25","85","4","8","3","1.89","-0.38","94","3","2","<1","0.67","-0.08","54","7","-","47","1.86","15","20","60","37","10","-","28","1.43","31","27","31","62","5","-","57","1.85","7","17","74","231"
"High-income","2000","1076813.9162169","76","98","<1","1","<1","0.04","-0.00","96","<1","3","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","83","4","5","74","0.17","3","17","79","51","-","-","51","0.38","6","37","53","81","-","-","81","0.38","3","10","87","232"
"High-income","2001","1083584.9430103","77","98","<1","1","<1","0.04","-0.00","95","<1","4","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","83","4","5","74","0.17","3","16","79","51","-","-","51","0.38","6","37","53","81","-","-","81","0.38","3","10","87","233"
"High-income","2002","1090445.3700304","77","98","<1","1","<1","0.04","-0.00","96","<1","4","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","84","4","5","74","0.17","3","16","79","51","-","-","51","0.38","5","37","54","81","-","-","81","0.38","2","10","87","234"
"High-income","2003","1097497.9667301","77","98","<1","1","<1","0.04","-0.00","96","<1","4","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","84","4","5","75","0.17","3","16","79","51","-","-","51","0.38","5","37","54","82","-","-","82","0.38","2","10","87","235"
"High-income","2004","1104873.6582394","78","98","<1","1","<1","0.04","-0.00","96","<1","4","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","84","4","5","75","0.17","3","16","80","51","-","-","51","0.38","5","37","54","82","-","-","82","0.38","2","10","87","236"
"High-income","2005","1112645.3788223","78","98","<1","1","<1","0.04","-0.00","96","<1","4","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","85","4","5","76","0.17","3","16","80","52","-","-","52","0.38","5","37","54","82","-","-","82","0.38","2","10","87","237"
"High-income","2006","1120861.9497604","78","99","<1","1","<1","0.04","-0.00","96","<1","3","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","85","4","5","76","0.17","3","16","80","52","-","-","52","0.38","5","38","54","83","-","-","83","0.38","2","10","88","238"
"High-income","2007","1129437.0266371","79","99","<1","<1","<1","0.04","-0.00","96","<1","3","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","85","4","4","76","0.17","3","16","81","52","-","-","52","0.38","5","38","55","83","-","-","83","0.38","2","10","88","239"
"High-income","2008","1138139.366765","79","99","<1","<1","<1","0.04","-0.00","96","<1","3","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","86","4","4","77","0.17","2","16","81","52","-","-","52","0.38","4","38","55","83","-","-","83","0.38","2","10","88","240"
"High-income","2009","1146652.6766148","79","99","<1","<1","<1","0.04","-0.00","97","<1","3","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","86","4","4","77","0.17","2","15","81","53","-","-","53","0.38","4","38","55","84","-","-","84","0.38","2","9","88","241"
"High-income","2010","1154741.5584345","80","99","<1","<1","<1","0.04","-0.00","97","<1","3","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","82","4","-","78","0.17","2","15","82","53","-","-","53","0.38","4","38","55","84","-","-","84","0.38","2","9","89","242"
"High-income","2011","1162311.2085495","80","99","<1","<1","<1","0.04","-0.00","97","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","83","4","-","78","0.17","2","15","82","54","-","-","54","0.38","4","38","56","85","-","-","85","0.38","2","9","89","243"
"High-income","2012","1169397.5125237","80","99","<1","<1","<1","0.04","-0.00","97","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","83","4","-","79","0.17","2","15","83","54","-","-","54","0.38","4","37","56","85","-","-","85","0.38","2","9","89","244"
"High-income","2013","1176056.2470188","80","99","<1","<1","<1","0.04","-0.00","97","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","84","4","-","80","0.17","2","14","83","55","-","-","55","0.38","4","37","57","86","-","-","86","0.38","2","9","89","245"
"High-income","2014","1182397.080534","80","99","<1","<1","<1","0.04","-0.00","97","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","84","4","-","80","0.17","2","14","83","55","-","-","55","0.38","4","37","57","86","-","-","86","0.38","1","8","90","246"
"High-income","2015","1188496.7733164","80",">99","<1","<1","<1","0.04","-0.00","98","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","85","4","-","81","0.17","2","14","84","56","-","-","56","0.38","4","37","58","87","-","-","87","0.38","1","8","90","247"
"High-income","2016","1194368.2826986","81",">99","<1","<1","<1","0.04","-0.00","98","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","85","4","-","81","0.17","2","14","84","56","-","-","56","0.38","4","36","58","87","-","-","87","0.38","1","8","90","248"
"High-income","2017","1199965.7975693","81",">99","<1","<1","<1","0.04","-0.00","98","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","85","4","-","82","0.17","2","13","85","57","-","-","57","0.38","4","36","59","87","-","-","87","0.38","1","8","91","249"
"High-income","2018","1205242.6782618","81",">99","<1","<1","<1","0.04","-0.00","98","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","86","4","-","82","0.17","2","13","85","57","-","-","57","0.38","3","36","59","88","-","-","88","0.38","1","8","91","250"
"High-income","2019","1210133.9097252","81",">99","<1","<1","<1","0.04","-0.00","98","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","86","4","-","83","0.17","2","13","85","58","-","-","58","0.38","3","35","60","88","-","-","88","0.38","1","7","91","251"
"High-income","2020","1214600.6795235","81",">99","<1","<1","<1","0.04","-0.00","98","<1","2","<1","0.08","-0.00",">99","<1","<1","<1","0.02","-0.00","87","4","-","83","0.17","1","12","86","58","-","-","58","0.38","3","35","60","89","-","-","89","0.38","<1","7","92","252"
"Fragile or Extremely Fragile","2000","1131207.6905212","34","33","11","29","28","0.75","-0.74","21","7","33","39","0.80","-0.93","55","18","21","7","0.36","-0.18","19","19","-","-","0.72","27","6","10","17","17","-","-","0.55","23","3","2","22","22","-","-","0.83","34","12","27","253"
"Fragile or Extremely Fragile","2001","1158259.931427","35","34","11","28","27","0.75","-0.74","22","7","33","38","0.80","-0.93","55","18","20","6","0.36","-0.18","19","19","-","-","0.72","27","7","10","18","18","-","-","0.55","24","4","2","22","22","-","-","0.83","34","12","27","254"
"Fragile or Extremely Fragile","2002","1185914.9339905","35","34","11","28","26","0.75","-0.74","23","7","33","37","0.80","-0.93","56","18","20","6","0.36","-0.18","19","19","-","-","0.72","28","7","11","18","18","-","-","0.55","24","4","2","22","22","-","-","0.83","35","13","26","255"
"Fragile or Extremely Fragile","2003","1214103.9976807","35","35","11","28","26","0.75","-0.74","24","7","32","36","0.80","-0.93","56","19","19","6","0.36","-0.18","20","20","-","-","0.72","28","7","11","18","18","-","-","0.55","24","5","2","22","22","-","-","0.83","35","13","26","256"
"Fragile or Extremely Fragile","2004","1242710.1332397","36","36","12","28","25","0.75","-0.74","25","8","32","35","0.80","-0.93","56","19","19","6","0.36","-0.18","20","20","-","-","0.72","28","8","11","19","19","-","-","0.55","25","5","2","22","22","-","-","0.83","35","13","26","257"
"Fragile or Extremely Fragile","2005","1271656.9327087","36","37","12","27","24","0.75","-0.74","26","8","32","34","0.80","-0.93","57","19","18","6","0.36","-0.18","25","20","-","5","0.72","29","9","11","20","20","-","-","0.55","25","6","3","33","22","-","11","0.83","35","14","27","258"
"Fragile or Extremely Fragile","2006","1300928.6933594","37","38","12","27","23","0.75","-0.74","27","8","32","33","0.80","-0.93","57","19","18","6","0.36","-0.18","26","21","-","5","0.72","29","9","12","20","20","-","-","0.55","25","6","3","34","22","-","12","0.83","35","14","27","259"
"Fragile or Extremely Fragile","2007","1330585.7922974","37","39","12","27","22","0.75","-0.74","27","8","32","32","0.80","-0.93","58","19","18","6","0.36","-0.18","26","21","-","5","0.72","29","10","12","21","21","-","-","0.55","26","7","3","34","22","-","12","0.83","35","15","27","260"
"Fragile or Extremely Fragile","2008","1360717.3059387","37","39","12","27","22","0.75","-0.74","28","8","32","31","0.80","-0.93","58","19","17","5","0.36","-0.18","27","22","-","5","0.72","29","10","12","21","21","-","-","0.55","26","7","3","34","22","-","12","0.83","35","15","27","261"
"Fragile or Extremely Fragile","2009","1391445.8184204","38","40","13","26","21","0.75","-0.74","29","8","32","30","0.80","-0.93","58","20","17","5","0.36","-0.18","27","22","-","5","0.72","30","11","12","22","22","-","-","0.55","27","8","3","35","22","-","12","0.83","34","16","28","262"
"Fragile or Extremely Fragile","2010","1422859.4848633","38","41","13","26","20","0.75","-0.74","30","8","32","29","0.80","-0.93","59","20","17","5","0.36","-0.18","28","23","-","6","0.72","30","11","12","23","23","-","-","0.55","27","8","3","35","22","-","13","0.83","34","16","28","263"
"Fragile or Extremely Fragile","2011","1464840.3966675","39","41","13","26","20","0.75","-0.74","30","9","32","29","0.80","-0.93","59","20","16","5","0.36","-0.18","28","23","-","6","0.72","30","12","13","23","23","-","-","0.55","28","8","3","35","23","-","13","0.83","34","17","28","264"
"Fragile or Extremely Fragile","2012","1497989.6211548","39","42","13","26","19","0.75","-0.74","31","9","32","28","0.80","-0.93","59","20","16","5","0.36","-0.18","29","23","-","6","0.72","31","12","13","24","24","-","-","0.55","28","9","3","36","23","-","13","0.83","34","18","28","265"
"Fragile or Extremely Fragile","2013","1531742.4980469","39","43","13","26","18","0.75","-0.74","32","9","32","27","0.80","-0.93","60","20","16","4","0.36","-0.18","29","24","-","6","0.72","31","13","13","24","24","-","-","0.55","29","9","3","36","23","-","13","0.83","34","18","28","266"
"Fragile or Extremely Fragile","2014","1565990.3480835","40","44","14","25","17","0.75","-0.74","33","9","32","26","0.80","-0.93","60","20","15","4","0.36","-0.18","30","24","-","6","0.72","31","13","13","25","25","-","-","0.55","29","10","3","36","23","-","13","0.83","34","19","28","267"
"Fragile or Extremely Fragile","2015","1600666.7140503","40","45","14","25","16","0.75","-0.74","34","9","32","25","0.80","-0.93","61","21","15","4","0.36","-0.18","31","25","-","6","0.72","31","14","13","25","25","-","-","0.55","30","10","3","37","23","-","13","0.83","34","19","28","268"
"Fragile or Extremely Fragile","2016","1635708.3383789","41","45","14","25","16","0.75","-0.74","34","9","32","24","0.80","-0.93","61","21","15","4","0.36","-0.18","31","25","-","6","0.72","32","14","13","26","26","-","-","0.55","31","10","3","37","24","-","14","0.83","34","20","28","269"
"Fragile or Extremely Fragile","2017","1671168.105835","41","46","14","25","15","0.75","-0.74","35","10","32","23","0.80","-0.93","61","21","14","3","0.36","-0.18","32","25","-","6","0.72","32","15","13","27","27","-","-","0.55","31","11","3","38","24","-","14","0.83","34","21","28","270"
"Fragile or Extremely Fragile","2018","1707232.2052612","42","47","14","24","14","0.75","-0.74","36","10","32","22","0.80","-0.93","62","21","14","3","0.36","-0.18","32","26","-","6","0.72","32","15","13","27","27","-","-","0.55","32","11","3","38","24","-","14","0.83","33","21","28","271"
"Fragile or Extremely Fragile","2019","1744157.3840942","42","47","15","24","14","0.75","-0.74","37","10","32","21","0.80","-0.93","62","21","13","3","0.36","-0.18","33","26","-","6","0.72","33","16","13","28","28","-","-","0.55","32","11","3","38","24","-","14","0.83","33","22","28","272"
"Fragile or Extremely Fragile","2020","1782108.9766846","43","48","15","24","13","0.75","-0.74","37","10","32","20","0.80","-0.93","62","22","13","3","0.36","-0.18","33","26","-","7","0.72","33","16","14","28","28","-","-","0.55","33","12","3","38","24","-","14","0.83","33","22","28","273"
"Least Developed Countries","2000","649947.12787056","25","21","9","34","35","0.78","-0.98","16","6","35","43","0.77","-1.07","38","21","30","10","0.50","-0.35","16","16","-","-","0.49","24","4","2","14","14","-","-","0.57","19","1","<1","23","23","-","-","0.21","38","13","9","274"
"Least Developed Countries","2001","666364.87426281","25","22","10","34","34","0.78","-0.98","16","6","35","42","0.77","-1.07","39","21","30","10","0.50","-0.35","16","16","-","-","0.49","25","4","2","14","14","-","-","0.57","20","1","<1","23","23","-","-","0.21","39","13","9","275"
"Least Developed Countries","2002","684179.2849865","26","23","10","34","33","0.78","-0.98","17","6","35","41","0.77","-1.07","39","22","29","10","0.50","-0.35","17","17","-","-","0.49","26","5","2","15","15","-","-","0.57","21","2","<1","23","23","-","-","0.21","39","13","8","276"
"Least Developed Countries","2003","701453.30883884","26","24","11","34","32","0.78","-0.98","18","6","35","40","0.77","-1.07","40","22","29","10","0.50","-0.35","18","18","-","-","0.49","26","5","3","15","15","-","-","0.57","22","2","<1","24","24","-","-","0.21","39","14","8","277"
"Least Developed Countries","2004","718913.68562126","27","24","11","33","31","0.78","-0.98","19","7","35","39","0.77","-1.07","40","22","28","9","0.50","-0.35","18","18","-","-","0.49","27","6","3","16","16","-","-","0.57","22","2","<1","24","24","-","-","0.21","40","14","9","278"
"Least Developed Countries","2005","736445.29358482","27","25","11","33","30","0.78","-0.98","19","7","35","38","0.77","-1.07","41","23","28","9","0.50","-0.35","19","19","-","-","0.49","28","6","3","17","17","-","-","0.57","23","3","<1","24","24","-","-","0.21","40","15","9","279"
"Least Developed Countries","2006","754010.71709061","28","26","12","33","29","0.78","-0.98","20","7","36","37","0.77","-1.07","41","23","27","8","0.50","-0.35","19","19","-","-","0.49","28","7","3","17","17","-","-","0.57","24","3","<1","24","24","-","-","0.21","40","16","9","280"
